Time,X,Y,P
0,-0.241821910974226,0.410221570427019,0.026
0.011,-0.241821910974226,0.445248699593202,0.19
0.011,-0.241821910974226,0.445248699593202,0.19
0.027,-0.241821910974226,0.480275828759384,0.335
0.044,-0.241821910974226,0.471519046467838,0.519
0.06,-0.241821910974226,0.392708005843928,0.665
0.077,-0.241821910974226,0.217572360013017,0.874
0.094,-0.241821910974226,0.0424367141821053,1
0.111,-0.241821910974226,-0.141455713940351,1
0.127,-0.228686737536909,-0.28156423060508,1
0.144,-0.228686737536909,-0.360375271228991,1
0.16,-0.21555156409959,-0.412915964978264,1
0.177,-0.189281217224952,-0.404159182686718,1
0.195,-0.163010870350316,-0.334104924354354,1
0.211,-0.123605350038362,-0.167726060814988,0.976
0.226,-0.0973350031637241,0.0161663673074686,0.946
0.244,-0.0710646562890864,0.217572360013017,0.938
0.261,-0.0316591359771318,0.331410529803109,0.95
0.277,-0.0185239625398149,0.3489240943862,0.991
0.294,-0.0185239625398149,0.296383400636927,1
0.311,-0.0185239625398149,0.165031666263743,1
0.328,-0.0185239625398149,0.0161663673074686,1
0.345,-0.0316591359771318,-0.12394214935726,1
0.36,-0.0316591359771318,-0.193996407689625,1
0.377,-0.0447943094144506,-0.255293883730444,1
0.394,-0.0316591359771318,-0.255293883730444,1
0.411,-0.00538878910249601,-0.158969278523442,1
0.428,0.0471519046467774,-0.0101039795671676,1
0.444,0.0996925983960509,0.138761319389107,0.976
0.46,0.165368465582643,0.278869836053836,0.94
0.478,0.204773985894598,0.296383400636927,0.954
0.493,0.231044332769235,0.235085924596108,1
0.511,0.244179506206554,0.0949774079313788,1
0.527,0.27044985308119,-0.0538878910248955,1
0.545,0.322990546830463,-0.229023536855807,1
0.561,0.401801587454373,-0.342861706645899,1
0.578,0.50688297495292,-0.456699876435992,0.815
0.594,0.585694015576829,-0.535510917059902,0.437
0.611,0.66450505620074,-0.623078739975358,0.019
0.613,NaN,NaN,NaN
