Time,X,Y,P
0,0.245727492991087,0.473648645910369,0.017
0.001,0.274217637105997,0.473648645910369,0.052
0.001,0.274217637105997,0.473648645910369,0.052
0.025,0.274217637105997,0.492642075320309,0.269
0.04,0.302707781220908,0.492642075320309,0.39
0.056,0.302707781220908,0.511635504730249,0.509
0.072,0.331197925335814,0.549622363550128,0.716
0.089,0.359688069450725,0.549622363550128,0.817
0.105,0.359688069450725,0.568615792960068,0.954
0.123,0.359688069450725,0.568615792960068,1
0.14,0.331197925335814,0.587609222370007,1
0.157,0.302707781220908,0.587609222370007,1
0.159,0.274217637105997,0.587609222370007,1
0.173,0.21723734887618,0.606602651779947,1
0.19,0.131766916531449,0.587609222370007,1
0.208,-0.0106838040430957,0.549622363550128,1
0.223,-0.0961542363878274,0.492642075320309,1
0.24,-0.181624668732555,0.43566178709049,1
0.257,-0.238604956962372,0.340694640040791,1
0.277,-0.267095101077282,0.245727492991093,1
0.289,-0.267095101077282,0.207740634171214,1
0.306,-0.238604956962372,0.131766916531455,1
0.323,-0.153134524617644,0.074786628301636,1
0.34,-0.0676640922729168,0.0367997694817567,1
0.358,0.0178063400718107,-0.0201805187480624,1
0.373,0.131766916531449,-0.0581673775679417,1
0.39,0.21723734887618,-0.0961542363878211,1
0.409,0.245727492991087,-0.17212795402758,1
0.425,0.245727492991087,-0.267095101077278,1
0.441,0.21723734887618,-0.324075389307097,1
0.457,0.18874720476127,-0.419042536356793,1
0.473,0.160257060646359,-0.476022824586612,1
0.491,0.131766916531449,-0.551996542226371,1
0.509,0.0747866283016318,-0.570989971636311,1
0.525,-0.0106838040430957,-0.62797025986613,1
0.539,-0.0676640922729168,-0.64696368927607,1
0.559,-0.153134524617644,-0.64696368927607,1
0.575,-0.238604956962372,-0.64696368927607,1
0.593,-0.295585245192193,-0.64696368927607,1
0.609,-0.352565533422014,-0.58998340104625,1
0.625,-0.38105567753692,-0.570989971636311,1
0.642,-0.438035965766742,-0.533003112816431,1
0.659,-0.438035965766742,-0.514009683406492,1
0.672,-0.438035965766742,-0.476022824586612,1
0.691,-0.438035965766742,-0.457029395176673,1
0.708,-0.409545821651831,-0.438035965766733,0.872
0.725,-0.409545821651831,-0.438035965766733,0.565
0.741,-0.38105567753692,-0.438035965766733,0.128
0.747,NaN,NaN,NaN
