Time,X,Y,P
0,0.210902150865394,0.332217547380886,0.001
0,0.210902150865394,0.348392933582952,0.021
0,0.210902150865394,0.348392933582952,0.021
0.015,0.186639071562296,0.396919092189149,0.067
0.04,0.0895867543499024,0.510146795603609,0.128
0.057,0.0410605957437054,0.574848340411871,0.151
0.059,0.0410605957437054,0.591023726613937,0.159
0.081,-0.03172864216559,0.639549885220134,0.185
0.1,-0.104517880074886,0.639549885220134,0.187
0.12,-0.225833276590378,0.526322181805674,0.202
0.141,-0.298622514499673,0.235165230168492,0.229
0.162,-0.34714867310587,-0.201570197287281,0.251
0.183,-0.322885593802772,-0.605954852338922,0.255
0.204,-0.250096355893476,-0.767708714359579,0.249
0.224,-0.153044038681083,-0.783884100561644,0.253
0.246,-0.0559917214686885,-0.638305624743054,0.253
0.266,-0.00746556286249155,-0.444200990318266,0.255
0.287,0.0167975164406069,-0.169219424883149,0.253
0.306,0.0167975164406069,0.0410605957437043,0.255
0.329,-0.00746556286249155,0.251340616370558,0.251
0.349,-0.00746556286249155,0.316042161178821,0.253
0.369,-0.00746556286249155,0.186639071562295,0.271
0.391,0.0410605957437054,-0.201570197287281,0.3
0.411,0.138112912956099,-0.508902535126528,0.302
0.435,0.28369138877469,-0.783884100561644,0.116
0.442,0.332217547380887,-0.832410259167842,0.015
0.443,NaN,NaN,NaN
