Time,X,Y,P
0,-0.11457327214659,0.190955453577653,0.011
0.011,-0.130613530247114,0.169568442776955,0.378
0.011,-0.130613530247114,0.169568442776955,0.378
0.028,-0.146653788347636,0.148181431976258,0.759
0.045,-0.146653788347636,0.0733268941738181,0.905
0.061,-0.162694046448158,-0.129849708432804,0.978
0.079,-0.162694046448158,-0.375800332640822,1
0.094,-0.146653788347636,-0.568283429847096,1
0.111,-0.146653788347636,-0.685911989250931,1
0.128,-0.130613530247114,-0.717992505451977,1
0.145,-0.130613530247114,-0.643137967649536,1
0.163,-0.11457327214659,-0.439961365042913,1
0.179,-0.0985330140460669,-0.204704246235244,1
0.196,-0.0664524978450223,0.0626333887734695,1
0.211,-0.0343719816439753,0.297890507581138,1
0.227,0.0137487926575927,0.415519066984973,1
0.244,0.0939500831602078,0.447599583186019,1
0.262,0.222272147964391,0.447599583186019,1
0.277,0.350594212768574,0.43690607778567,1
0.294,0.494956535673279,0.447599583186019,0.567
0.312,0.687439632879553,0.458293088586367,0.013
0.315,NaN,NaN,NaN
