Time,X,Y,P
0,0.0592849713012277,0.572275933017302,0.007
0.001,0.0592849713012277,0.572275933017302,0.032
0.001,0.0592849713012277,0.572275933017302,0.032
0.021,0.0824304737955424,0.60313660300972,0.118
0.038,0.105575976289854,0.649427607998348,0.151
0.055,0.105575976289854,0.680288277990766,0.188
0.071,0.128721478784168,0.711148947983184,0.222
0.089,0.128721478784168,0.726579282979393,0.269
0.105,0.151866981278483,0.772870287968021,0.351
0.123,0.151866981278483,0.78830062296423,0.401
0.171,0.151866981278483,0.772870287968021,0.538
0.189,0.128721478784168,0.726579282979393,0.665
0.207,0.105575976289854,0.680288277990766,0.739
0.223,0.105575976289854,0.587706268013511,0.858
0.241,0.0824304737955424,0.479693923040046,1
0.257,0.0824304737955424,0.371681578066582,1
0.271,0.0592849713012277,0.248238898096909,1
0.274,0.0592849713012277,0.201947893108281,1
0.289,0.0361394688069131,0.0630748781423984,1
0.307,0.0129939663125985,-0.122089141812112,1
0.321,-0.0101515361817162,-0.230101486785576,1
0.339,-0.0332970386760274,-0.430695841736294,1
0.355,-0.056442541170342,-0.584999191698386,1
0.371,-0.0795880436646566,-0.739302541660477,1
0.388,-0.0795880436646566,-0.831884551637733,1
0.408,-0.102733546158968,-0.924466561614988,1
0.421,-0.102733546158968,-0.939896896611197,1
0.449,-0.102733546158968,-0.924466561614988,1
0.459,-0.102733546158968,-0.893605891622569,0.835
0.471,-0.102733546158968,-0.847314886633942,0.353
0.485,-0.102733546158968,-0.785593546649105,0.036
0.486,NaN,NaN,NaN
0.718,-0.357334073596422,-0.0757981368234842,0.034
0.723,-0.357334073596422,-0.060367801827275,0.073
0.723,-0.357334073596422,-0.060367801827275,0.073
0.738,-0.357334073596422,-0.060367801827275,0.163
0.755,-0.334188571102107,-0.060367801827275,0.272
0.773,-0.311043068607793,-0.0449374668310659,0.601
0.789,-0.287897566113478,-0.0449374668310659,0.802
0.804,-0.264752063619167,-0.060367801827275,1
0.821,-0.241606561124852,-0.0757981368234842,1
0.84,-0.195315556136226,-0.106658806815903,1
0.855,-0.125879048653282,-0.122089141812112,1
0.873,-0.056442541170342,-0.122089141812112,1
0.888,0.0129939663125985,-0.122089141812112,1
0.905,0.0824304737955424,-0.122089141812112,1
0.92,0.128721478784168,-0.122089141812112,1
0.941,0.198157986267109,-0.122089141812112,1
0.959,0.198157986267109,-0.106658806815903,1
0.978,0.198157986267109,-0.106658806815903,1
0.997,0.175012483772794,-0.106658806815903,1
1.013,0.175012483772794,-0.106658806815903,1
1.031,0.175012483772794,-0.122089141812112,1
1.043,0.151866981278483,-0.122089141812112,1
1.152,0.175012483772794,-0.122089141812112,0.907
1.175,0.175012483772794,-0.122089141812112,0.905
1.189,0.198157986267109,-0.122089141812112,0.616
1.206,0.221303488761423,-0.106658806815903,0.159
1.213,NaN,NaN,NaN
