Time,X,Y,P
0,0.0848839482103512,0.415200136189956,0.015
0.014,0.110635258341582,0.432367676277443,0.21
0.015,0.110635258341582,0.432367676277443,0.21
0.031,0.162137878604045,0.483870296539903,0.456
0.046,0.187889188735272,0.50103783662739,0.653
0.064,0.187889188735272,0.535372916802364,0.812
0.081,0.162137878604045,0.586875537064825,0.952
0.096,0.110635258341582,0.621210617239798,1
0.113,0.0333813279478925,0.638378157327285,1
0.131,-0.0696239125770287,0.604043077152312,1
0.147,-0.146877842970722,0.50103783662739,1
0.148,-0.146877842970722,0.483870296539903,1
0.164,-0.224131773364412,0.329362435752522,1
0.181,-0.224131773364412,0.157687034877655,1
0.197,-0.17262915310195,0.0203467141777602,1
0.214,-0.0953752227082599,-0.0998260664346479,1
0.231,-0.01812129231457,-0.202831306959569,1
0.247,0.110635258341582,-0.30583654748449,1
0.263,0.213640498866504,-0.494679488446846,1
0.281,0.290894429260193,-0.666354889321714,1
0.297,0.290894429260193,-0.786527669934122,1
0.313,0.187889188735272,-0.85519783028407,1
0.33,0.0591326380791199,-0.85519783028407,1
0.346,-0.146877842970722,-0.786527669934122,1
0.365,-0.327137013889333,-0.666354889321714,1
0.38,-0.378639634151792,-0.546182108709306,0.437
0.397,-0.352888324020565,-0.477511948359359,0.024
0.399,NaN,NaN,NaN
