Time,X,Y,P
0,-0.238271539665567,0.311585859562655,0.026
0.018,-0.238271539665567,0.332969202865975,0.151
0.018,-0.238271539665567,0.332969202865975,0.151
0.035,-0.238271539665567,0.354352546169294,0.306
0.052,-0.206196524710589,0.290202516259336,0.476
0.068,-0.206196524710589,0.161902456439419,0.591
0.084,-0.206196524710589,-0.0733143198970934,0.657
0.099,-0.206196524710589,-0.22299772302033,0.677
0.116,-0.174121509755611,-0.436831156053525,0.688
0.136,-0.174121509755611,-0.67204793239004,0.706
0.15,-0.174121509755611,-0.736197962299998,0.733
0.167,-0.174121509755611,-0.736197962299998,0.835
0.189,-0.14204649480063,-0.65066458908672,0.901
0.219,-0.0778964648906715,-0.265764409626969,0.935
0.233,-0.013746434980713,-0.0305476332904544,0.937
0.251,0.146628639794184,0.226052486349377,0.962
0.267,0.30700371456908,0.397119232775933,0.995
0.283,0.435303774388997,0.418502576079253,0.993
0.299,0.563603834208914,0.397119232775933,0.731
0.317,0.627753864118872,0.311585859562655,0.091
0.321,0.627753864118872,0.290202516259336,0.034
0.323,NaN,NaN,NaN
