Time,X,Y,P
0,-0.198990025155951,0.221938321895896,0.03
0.018,-0.24425789817721,0.0106882477966876,0.185
0.018,-0.24425789817721,0.0106882477966876,0.185
0.039,-0.266891834687841,-0.200561826302523,0.224
0.04,-0.266891834687841,-0.230740408316695,0.228
0.051,-0.289525771198469,-0.351454736373387,0.233
0.067,-0.289525771198469,-0.487258355437165,0.235
0.085,-0.312159707709098,-0.532526228458424,0.294
0.101,-0.289525771198469,-0.517436937451338,0.354
0.119,-0.266891834687841,-0.411811900401733,0.38
0.14,-0.198990025155951,-0.215651117309609,0.392
0.152,-0.131088215624061,-0.0345796252245718,0.397
0.17,-0.0405524695815424,0.191759739881723,0.421
0.187,0.00471540343971524,0.312474067938415,0.472
0.203,0.0499832764609762,0.387920522973847,0.509
0.219,0.072617212971605,0.357741940959674,0.528
0.235,0.072617212971605,0.297384776931328,0.548
0.252,0.0952511494822339,0.221938321895896,0.632
0.269,0.185786895524752,0.16158115786755,0.747
0.289,0.276322641567271,0.116313284846291,0.806
0.301,0.344224451099161,0.116313284846291,0.815
0.318,0.502662006673569,0.16158115786755,0.755
0.334,0.661099562247976,0.191759739881723,0.413
0.352,0.774269244801125,0.221938321895896,0.015
0.353,NaN,NaN,NaN
