Time,X,Y,P
0,0.255115028342019,0.707410596518117,0.056
0.018,0.214459246932931,0.761618305063566,0.431
0.018,0.214459246932931,0.761618305063566,0.431
0.036,0.153475574819301,0.788722159336291,0.517
0.051,0.0518361212965825,0.775170232199928,0.56
0.067,-0.0498033322261359,0.680306742245392,0.604
0.085,-0.0904591136352215,0.517683616609043,0.618
0.101,-0.0701312229306772,0.341508563836333,0.612
0.118,-0.00914755081704734,0.165333511063622,0.604
0.134,0.0924919027056711,-0.0243934688454495,0.608
0.152,0.153475574819301,-0.20056852161816,0.698
0.168,0.19413135622839,-0.363191647254509,0.792
0.185,0.19413135622839,-0.498710918618132,0.913
0.202,0.173803465523845,-0.593574408572669,0.991
0.218,0.0518361212965825,-0.674885971390843,1
0.234,-0.0904591136352215,-0.701989825663568,1
0.251,-0.25308223927157,-0.701989825663568,0.95
0.268,-0.375049583498833,-0.661334044254481,0.763
0.285,-0.415705364907918,-0.580022481436306,0.276
0.299,-0.395377474203374,-0.498710918618132,0.007
0.3,NaN,NaN,NaN
