Time,X,Y,P
0,-0.341987374701707,0.498910451796351,0.009
0.039,-0.363451017465412,0.498910451796351,0.749
0.04,-0.363451017465412,0.498910451796351,0.749
0.057,-0.363451017465412,0.484601356620547,0.993
0.072,-0.363451017465412,0.441674071093137,1
0.089,-0.341987374701707,0.355819500038316,1
0.106,-0.320523731938001,0.184110357928673,1
0.107,-0.320523731938001,0.141183072401262,1
0.122,-0.320523731938001,-0.0019078793567736,1
0.138,-0.320523731938001,-0.245162497345434,1
0.155,-0.299060089174295,-0.38825344910347,1
0.172,-0.256132803646886,-0.474108020158291,1
0.188,-0.213205518119473,-0.474108020158291,1
0.205,-0.148814589828358,-0.38825344910347,1
0.222,-0.020032733246126,-0.245162497345434,1
0.24,0.0872854805724001,-0.087762450411595,1
0.256,0.173140051627221,0.01240121581903,1
0.273,0.216067337154634,0.0410194061706371,1
0.29,0.258994622682043,-0.0305260697083807,1
0.306,0.237530979918338,-0.144998831114809,1
0.322,0.216067337154634,-0.316707973224452,1
0.339,0.194603694390928,-0.416871639455077,1
0.357,0.194603694390928,-0.445489829806684,1
0.373,0.216067337154634,-0.38825344910347,1
0.389,0.258994622682043,-0.273780687697042,1
0.406,0.32338555097316,-0.102071545587399,1
0.422,0.387776479264277,0.0410194061706371,1
0.439,0.473631050319098,0.241346738631887,1
0.457,0.538021978610213,0.398746785565726,0.636
0.472,0.580949264137624,0.584765022851172,0.036
0.476,NaN,NaN,NaN
