Time,X,Y,P
0,0.00252387949900464,0.418627479568268,0.028
0.015,-0.0121146215952234,0.447904481756724,0.21
0.015,-0.0121146215952234,0.447904481756724,0.21
0.032,-0.0267531226894514,0.496699485404151,0.337
0.049,-0.0560301248779074,0.525976487592607,0.433
0.07,-0.0853071270663629,0.525976487592607,0.524
0.084,-0.114584129254819,0.516217486863121,0.616
0.102,-0.158499632537504,0.457663482486209,0.741
0.119,-0.217053636914416,0.262483467896502,0.925
0.135,-0.260969140197099,0.0575444525773113,1
0.151,-0.304884643479784,-0.244984570036734,1
0.168,-0.319523144574011,-0.469441586814897,1
0.185,-0.290246142385555,-0.674380602134089,1
0.201,-0.231692138008643,-0.791488610887914,1
0.217,-0.143861131443275,-0.84028361453534,1
0.233,0.00252387949900464,-0.811006612346884,1
0.254,0.148908890441285,-0.703657604322546,1
0.266,0.266016899195109,-0.537754591921295,1
0.282,0.368486406854705,-0.342574577331588,1
0.299,0.412401910137389,-0.0693225569059982,1
0.317,0.39776340904316,0.174652461331134,1
0.334,0.324570903572021,0.321037472273414,1
0.35,0.222101395912425,0.360073475191356,1
0.366,0.104993387158601,0.321037472273414,1
0.386,-0.0121146215952234,0.20392946351959,1
0.399,-0.0706686259721354,0.0965804554952527,1
0.416,-0.0560301248779074,-0.0107685525290861,0.692
0.432,0.0171623805932327,-0.0595635561765128,0.196
0.442,0.104993387158601,-0.0790815576354835,0.009
0.443,NaN,NaN,NaN
