Time,X,Y,P
0,-0.337330560909463,0.130506736416111,0.011
0.005,-0.337330560909463,0.152859966355894,0.11
0.005,-0.337330560909463,0.152859966355894,0.11
0.022,-0.326153945939571,0.182664272942272,0.298
0.039,-0.303800715999788,0.234821809468434,0.437
0.055,-0.270270871090112,0.301881499287785,0.569
0.073,-0.25909425612022,0.346587959167352,0.757
0.089,-0.247917641150329,0.354039035813947,0.901
0.106,-0.25909425612022,0.301881499287785,1
0.122,-0.270270871090112,0.175213196295678,1
0.139,-0.270270871090112,-0.0483191031021585,1
0.155,-0.25909425612022,-0.249498172560211,1
0.173,-0.236741026180437,-0.420872935431886,1
0.189,-0.192034566300869,-0.480481548604642,1
0.206,-0.136151491451411,-0.465579395311453,1
0.222,-0.0914450315718433,-0.383617552198913,1
0.239,-0.0243853417524924,-0.197340636034049,1
0.256,0.00914450315718268,0.0187405867171924,1
0.273,0.0314977330969663,0.160311043002489,1
0.289,0.0314977330969663,0.167762119649083,1
0.306,0.0314977330969663,0.0634470465967597,1
0.322,0.0314977330969663,-0.145183099507888,1
0.338,0.0650275780066422,-0.338911092319346,1
0.355,0.120910652856101,-0.517736931837615,1
0.372,0.187970342675452,-0.577345545010371,1
0.389,0.288559877404479,-0.532639085130804,1
0.405,0.377972797163613,-0.383617552198913,1
0.422,0.433855872013072,-0.167536329447671,1
0.439,0.478562331892639,0.167762119649083,1
0.456,0.500915561832423,0.406196572340109,1
0.472,0.512092176802315,0.532864875332216,1
0.489,0.512092176802315,0.555218105272,0.542
0.505,0.54562202171199,0.503060568745838,0.001
0.51,NaN,NaN,NaN
