Time,X,Y,P
0,0.276921245121729,0.0958918227444181,0.003
0.011,0.276921245121729,0.147870567783448,0.034
0.011,0.276921245121729,0.147870567783448,0.034
0.026,0.276921245121729,0.225838685341993,0.181
0.044,0.276921245121729,0.303806802900538,0.267
0.062,0.237937186342456,0.381774920459083,0.405
0.076,0.159969068783911,0.407764292978598,0.526
0.092,0.082000951225366,0.433753665498113,0.603
0.11,-0.0349512251124515,0.433753665498113,0.675
0.112,-0.0349512251124515,0.407764292978598,0.687
0.127,-0.151903401450269,0.355785547939568,0.749
0.144,-0.307839636567359,0.225838685341993,0.841
0.16,-0.424791812905177,0.069902450224903,0.886
0.175,-0.502759930463722,-0.112023157411702,0.905
0.193,-0.502759930463722,-0.345927510087337,0.923
0.209,-0.463775871684449,-0.527853117723942,0.933
0.228,-0.346823695346632,-0.709778725360547,0.95
0.244,-0.268855577788087,-0.787746842919092,0.952
0.259,-0.112919342670997,-0.787746842919092,0.956
0.279,0.082000951225366,-0.709778725360547,0.956
0.296,0.237937186342456,-0.553842490243457,0.956
0.309,0.276921245121729,-0.423895627645882,0.958
0.326,0.315905303901001,-0.189991274970247,0.96
0.344,0.315905303901001,0.017923705185873,0.96
0.364,0.237937186342456,0.199849312822478,0.954
0.376,0.120985010004639,0.303806802900538,0.911
0.392,0.004032833666821,0.355785547939568,0.702
0.41,-0.112919342670997,0.329796175420053,0.294
0.422,-0.190887460229542,0.303806802900538,0.058
0.423,NaN,NaN,NaN
