Time,X,Y,P
0,-0.318586464996752,0.484137007413672,0.024
0.014,-0.34057643985343,0.484137007413672,0.231
0.014,-0.34057643985343,0.484137007413672,0.231
0.066,-0.362566414710104,0.454817040938102,0.415
0.084,-0.362566414710104,0.396177107986963,0.462
0.098,-0.384556389566782,0.337537175035824,0.491
0.115,-0.384556389566782,0.190937342657976,0.534
0.118,-0.384556389566782,0.146957392944622,0.546
0.132,-0.384556389566782,-0.0289624059087951,0.63
0.148,-0.384556389566782,-0.204882204762212,0.712
0.165,-0.384556389566782,-0.380802003615629,0.786
0.183,-0.362566414710104,-0.468761903042337,0.823
0.198,-0.362566414710104,-0.468761903042337,0.829
0.214,-0.34057643985343,-0.395461986853413,0.831
0.231,-0.318586464996752,-0.204882204762212,0.825
0.249,-0.252616540426721,0.0150175438045592,0.819
0.264,-0.208636590713365,0.161617376182407,0.815
0.282,-0.142666666143335,0.337537175035824,0.815
0.299,-0.076696741573304,0.425497074462533,0.81
0.316,-0.0327167918599481,0.410837091224748,0.802
0.334,-0.0107268170032702,0.29355722532247,0.794
0.349,0.0112631578534045,0.132297409706837,0.79
0.365,0.0112631578534045,-0.0582823723843646,0.792
0.385,0.0552431075667605,-0.234202171237782,0.802
0.399,0.0772330824234352,-0.32216207066449,0.813
0.414,0.0772330824234352,-0.32216207066449,0.815
0.435,0.121213032136791,-0.190222221524427,0.813
0.448,0.143203006993469,-0.0876023388599341,0.815
0.464,0.187182956706822,0.088317459993483,0.808
0.482,0.231162906420178,0.220257309133546,0.808
0.502,0.297132830990208,0.308217208560254,0.808
0.514,0.319122805846886,0.322877191798039,0.8
0.53,0.363102755560239,0.2642372588469,0.808
0.549,0.385092730416917,0.132297409706837,0.813
0.567,0.429072680130269,-0.0582823723843646,0.815
0.587,0.473052629843625,-0.32216207066449,0.825
0.605,0.517032579556981,-0.439441936566768,0.841
0.623,0.561012529270334,-0.483421886280122,0.819
0.637,0.604992478983687,-0.483421886280122,0.599
0.652,0.626982453840365,-0.468761903042337,0.249
0.66,0.648972428697043,-0.468761903042337,0.095
0.661,NaN,NaN,NaN
