Time,X,Y,P
0,0.299836387892016,0.559016994374942,0.048
0.01,0.299836387892016,0.608707393874937,0.208
0.01,0.299836387892016,0.608707393874937,0.208
0.032,0.337104187517014,0.633552593624935,0.376
0.055,0.299836387892016,0.68324299312493,0.521
0.072,0.262568588267018,0.658397793374933,0.54
0.093,0.188032989017028,0.608707393874937,0.54
0.117,0.00169399089204485,0.459636195374952,0.544
0.12,-0.0355738087329529,0.434790995624954,0.546
0.135,-0.147377207607941,0.360255396374961,0.548
0.157,-0.259180606482929,0.211184197874976,0.548
0.178,-0.259180606482929,0.0621129993749899,0.556
0.198,-0.184645007232939,-0.0621129993749982,0.556
0.219,-0.0728416083579507,-0.236029397624981,0.56
0.239,0.00169399089204485,-0.434790995624962,0.563
0.261,0.0762295901420404,-0.608707393874946,0.562
0.282,0.0389617905170426,-0.708088192874936,0.608
0.303,-0.0355738087329529,-0.732933392624934,0.647
0.323,-0.184645007232939,-0.782623792124929,0.665
0.342,-0.296448406107926,-0.732933392624934,0.647
0.366,-0.333716205732924,-0.782623792124929,0.458
0.376,-0.296448406107926,-0.807468991874926,0.015
0.377,NaN,NaN,NaN
